Machine,Type,Machine ID,Timestamp,machine_id,temperature,vibration_level,power_consumption,spindle_speed,tool_wear_level,cut_depth,feed_rate,coolant_flow_rate,material_hardness,chip_load
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:11:06.546686+00:00,cnc_milling_004,66.3,0.92,16.7,13646.8,86.3,4.3,378.1,0.57,168.4,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:11:27.116929+00:00,cnc_milling_004,27.0,0.26,13.3,14654.2,89.2,0.5,191.4,1.26,45.3,0.42
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:11:48.510713+00:00,cnc_milling_004,14.7,0.59,19.9,913.2,26.9,3.4,326.3,0.97,73.0,0.22
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:12:21.938046+00:00,cnc_milling_004,41.1,0.22,8.1,1489.7,80.5,8.0,194.4,1.28,154.0,0.17
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:12:41.697952+00:00,cnc_milling_004,31.7,0.98,19.2,8462.3,14.0,7.2,304.9,1.12,220.6,0.27
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:12:51.800863+00:00,cnc_milling_004,97.0,0.66,8.7,13392.9,76.6,2.0,290.6,0.13,246.3,0.42
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:13:07.158914+00:00,cnc_milling_004,54.3,0.74,19.5,4188.5,73.6,1.9,479.6,0.25,189.1,0.14
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:13:26.357395+00:00,cnc_milling_004,96.4,0.42,2.5,960.0,83.8,9.8,62.5,0.75,231.8,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:13:56.632011+00:00,cnc_milling_004,69.8,0.93,1.4,291.1,41.7,3.0,243.8,1.74,146.3,0.33
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:14:21.633109+00:00,cnc_milling_004,45.3,0.1,4.0,11627.7,65.0,0.9,204.6,1.39,275.9,0.23
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:14:36.985831+00:00,cnc_milling_004,1.3,0.39,13.6,2907.1,95.6,5.4,463.0,1.82,274.0,0.27
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:15:01.526244+00:00,cnc_milling_004,5.3,0.55,11.3,9454.9,21.1,6.8,250.9,0.6,162.1,0.38
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:15:16.375278+00:00,cnc_milling_004,16.6,0.28,17.1,1291.0,11.1,7.3,66.4,0.93,268.9,0.63
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:15:43.258269+00:00,cnc_milling_004,68.5,0.55,17.2,1827.9,77.8,7.2,210.9,1.75,64.2,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:15:56.522588+00:00,cnc_milling_004,76.3,0.84,10.4,6877.2,50.3,9.1,481.4,0.5,168.1,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:16:11.130522+00:00,cnc_milling_004,57.2,0.39,0.3,7016.5,48.2,5.9,87.3,1.61,97.2,0.48
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:16:28.824184+00:00,cnc_milling_004,64.1,0.74,8.6,13281.6,73.0,2.1,322.9,0.65,78.5,0.63
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:16:50.909647+00:00,cnc_milling_004,13.4,0.16,8.8,7193.8,62.4,1.4,153.8,1.27,233.0,0.94
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:17:21.251518+00:00,cnc_milling_004,14.9,0.38,19.8,11954.2,26.3,3.3,347.3,0.41,139.3,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:17:41.439691+00:00,cnc_milling_004,33.3,0.14,8.9,14330.5,41.4,2.9,79.5,0.85,67.2,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:17:46.225840+00:00,cnc_milling_004,46.4,0.12,5.9,2828.6,18.5,7.2,470.1,1.18,226.1,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:18:13.828206+00:00,cnc_milling_004,2.7,0.02,16.6,6839.4,19.4,0.8,408.9,0.78,58.6,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:18:31.465494+00:00,cnc_milling_004,94.5,0.96,15.4,8772.2,7.1,3.7,454.0,1.15,289.2,0.6
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:19:01.260027+00:00,cnc_milling_004,86.5,0.77,14.5,4825.0,78.3,5.8,186.4,1.19,67.9,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:19:16.516424+00:00,cnc_milling_004,86.6,0.98,14.5,8854.3,20.0,9.0,150.1,0.81,293.3,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:19:41.154116+00:00,cnc_milling_004,70.5,0.79,10.9,13446.1,2.1,3.4,160.3,1.02,25.5,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:19:56.623723+00:00,cnc_milling_004,54.5,0.36,3.5,1332.8,11.4,3.1,243.6,0.17,171.0,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:20:16.278419+00:00,cnc_milling_004,32.2,0.92,13.4,10719.3,37.0,9.7,207.7,0.23,291.8,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:20:41.469817+00:00,cnc_milling_004,8.3,0.46,0.1,4983.7,96.0,3.0,319.4,1.22,32.3,0.42
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:31:11.370664+00:00,cnc_milling_004,31.3,0.98,14.6,9052.8,79.2,9.0,30.9,1.47,18.2,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:31:41.193873+00:00,cnc_milling_004,65.8,0.53,0.8,1875.3,99.6,3.8,466.6,1.92,277.6,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:32:02.107875+00:00,cnc_milling_004,23.7,0.94,11.7,11669.2,27.6,7.0,397.6,1.64,79.0,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:32:16.480333+00:00,cnc_milling_004,72.5,0.1,14.9,9842.0,90.9,7.2,356.5,1.44,280.9,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:32:41.323364+00:00,cnc_milling_004,38.9,0.23,8.8,2182.9,76.2,7.1,239.3,0.57,241.3,0.45
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:32:47.253298+00:00,cnc_milling_004,39.7,0.36,14.9,11096.1,41.6,3.3,284.3,0.01,124.8,0.65
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:33:17.252703+00:00,cnc_milling_004,55.3,0.12,18.4,3504.4,28.3,0.7,19.4,1.47,55.7,0.83
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:33:36.124024+00:00,cnc_milling_004,23.9,0.54,19.0,4340.2,2.3,5.7,109.4,0.79,1.2,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:34:01.203393+00:00,cnc_milling_004,68.6,0.53,10.9,3564.4,33.5,4.3,113.4,0.57,117.9,0.21
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:34:20.881347+00:00,cnc_milling_004,89.7,0.8,3.3,9476.4,4.1,4.9,438.4,1.73,250.1,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:34:25.808786+00:00,cnc_milling_004,54.0,0.14,0.0,6402.6,81.3,8.1,207.0,1.52,137.1,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:34:51.504246+00:00,cnc_milling_004,94.9,0.19,10.4,1269.2,61.0,9.4,208.5,0.04,63.6,0.81
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:35:21.748894+00:00,cnc_milling_004,25.4,0.77,1.1,4145.1,21.1,6.3,321.3,1.36,47.6,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:35:42.190566+00:00,cnc_milling_004,31.1,0.42,13.1,6433.0,81.0,0.9,243.2,0.76,268.0,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:36:02.053269+00:00,cnc_milling_004,9.4,0.26,0.4,13297.8,22.2,2.6,47.6,1.34,208.7,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:36:12.835842+00:00,cnc_milling_004,58.7,0.02,1.8,2264.8,25.8,7.3,35.9,1.6,179.1,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:36:32.297538+00:00,cnc_milling_004,5.8,0.89,18.6,1965.6,72.1,8.3,259.7,1.71,275.6,0.15
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:36:51.799353+00:00,cnc_milling_004,14.4,0.87,5.0,9586.4,72.5,1.6,250.9,0.9,124.4,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:37:21.642334+00:00,cnc_milling_004,28.1,0.99,19.2,9700.9,76.9,2.0,282.4,0.59,62.8,0.31
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:37:27.783803+00:00,cnc_milling_004,19.2,0.19,7.1,707.4,55.7,0.3,313.7,0.58,135.1,0.92
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:37:57.828370+00:00,cnc_milling_004,35.9,0.88,19.3,9945.5,46.5,3.4,105.4,0.27,1.2,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:38:21.389551+00:00,cnc_milling_004,9.8,0.47,2.3,5130.9,21.5,0.3,190.0,1.11,20.1,0.21
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:38:36.340218+00:00,cnc_milling_004,18.8,0.11,19.3,6103.9,98.0,5.8,214.5,1.48,275.5,0.77
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:38:53.747363+00:00,cnc_milling_004,37.4,0.91,16.6,4326.9,91.9,9.0,221.1,1.6,79.6,0.81
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:39:06.769088+00:00,cnc_milling_004,0.8,0.63,19.1,13099.6,60.8,2.4,340.6,0.56,203.8,0.14
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:51:01.400243+00:00,cnc_milling_004,35.9,0.09,4.8,2058.4,87.9,7.8,423.1,1.23,156.0,0.94
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:51:21.878176+00:00,cnc_milling_004,15.9,0.12,11.4,8318.3,10.5,3.8,456.9,1.76,170.3,0.22
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:51:26.966983+00:00,cnc_milling_004,4.9,0.44,0.9,1337.7,62.7,1.1,440.7,1.23,154.4,0.02
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:51:46.083353+00:00,cnc_milling_004,97.8,0.48,4.3,5765.7,7.0,3.5,118.1,0.42,90.0,0.08
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:52:21.838026+00:00,cnc_milling_004,53.8,0.91,6.1,7974.2,99.6,0.3,400.9,1.36,65.8,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:52:36.447760+00:00,cnc_milling_004,74.4,0.61,9.4,4740.4,71.7,1.4,84.9,1.21,95.5,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:52:46.931201+00:00,cnc_milling_004,5.6,0.18,13.2,5400.9,98.4,6.4,102.3,0.89,66.9,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:53:16.511625+00:00,cnc_milling_004,28.4,0.76,4.7,6090.3,87.2,9.4,270.3,1.11,106.8,0.02
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:53:37.072537+00:00,cnc_milling_004,40.2,0.01,10.9,2401.2,5.8,5.3,318.1,1.85,247.7,0.97
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:53:52.067745+00:00,cnc_milling_004,8.1,0.34,1.7,9615.7,13.3,4.0,319.5,0.82,67.0,0.39
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:54:21.508476+00:00,cnc_milling_004,81.6,0.72,7.6,6268.7,73.1,8.1,0.6,1.94,61.9,0.47
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:54:26.571038+00:00,cnc_milling_004,83.4,0.32,7.5,7883.9,9.4,5.4,333.6,0.69,223.2,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:55:01.652299+00:00,cnc_milling_004,31.0,0.28,9.2,9649.1,54.0,3.4,152.4,1.96,53.7,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:55:20.917132+00:00,cnc_milling_004,59.5,0.96,4.5,6561.8,45.2,3.1,407.3,1.32,266.1,0.83
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:55:42.426735+00:00,cnc_milling_004,12.3,0.58,12.2,504.9,12.5,3.5,228.2,0.61,75.4,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:56:02.802331+00:00,cnc_milling_004,8.0,0.69,19.0,9991.9,96.7,3.2,383.2,1.68,187.5,0.99
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:56:06.682577+00:00,cnc_milling_004,45.9,0.73,19.1,13346.5,67.8,7.7,348.9,0.23,258.6,0.17
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:56:31.192435+00:00,cnc_milling_004,48.6,0.06,4.5,7844.8,44.4,2.5,25.5,0.47,103.7,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:56:56.888360+00:00,cnc_milling_004,93.6,0.74,17.8,14499.7,34.7,9.3,376.4,0.57,245.8,0.48
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:57:21.936444+00:00,cnc_milling_004,12.9,0.58,15.7,3588.9,14.1,5.8,299.2,0.86,174.9,0.91
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:57:44.815697+00:00,cnc_milling_004,89.1,0.34,0.3,10730.5,82.6,8.8,8.2,1.05,3.8,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:58:01.763507+00:00,cnc_milling_004,67.2,0.42,10.7,11793.7,4.7,0.3,279.9,0.59,67.4,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:58:16.713822+00:00,cnc_milling_004,44.1,0.08,1.2,4359.2,93.5,6.9,430.8,0.31,100.4,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:58:34.066151+00:00,cnc_milling_004,45.7,0.37,16.1,13245.1,57.1,2.0,19.7,1.55,193.3,0.0
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:59:02.099188+00:00,cnc_milling_004,12.0,0.94,4.0,1496.4,95.3,5.6,23.2,1.91,69.7,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:59:21.530795+00:00,cnc_milling_004,85.5,0.02,13.1,1593.5,71.5,5.0,38.6,1.23,197.9,0.06
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:59:32.014845+00:00,cnc_milling_004,50.1,0.38,19.5,2647.5,54.6,7.8,274.8,0.57,183.5,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 18:59:46.843541+00:00,cnc_milling_004,50.4,0.08,1.9,5319.6,2.8,6.7,76.1,1.84,246.1,0.1
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:00:21.804362+00:00,cnc_milling_004,7.8,0.94,11.0,6074.8,7.7,2.1,43.8,1.87,258.0,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:00:37.135310+00:00,cnc_milling_004,8.5,0.69,1.3,3916.0,21.8,0.4,91.4,0.48,283.2,0.41
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:00:51.914971+00:00,cnc_milling_004,47.9,0.56,0.1,265.0,79.4,7.3,242.9,1.15,73.1,0.97
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:01:11.933961+00:00,cnc_milling_004,28.2,0.93,17.5,5416.2,21.5,6.8,1.7,0.48,298.6,0.38
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:01:31.905021+00:00,cnc_milling_004,5.1,0.22,4.2,5800.2,91.5,2.3,335.9,0.24,272.1,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:02:01.665014+00:00,cnc_milling_004,20.9,0.08,3.7,10569.1,62.7,6.6,262.7,1.36,169.4,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:02:21.302937+00:00,cnc_milling_004,81.3,0.6,7.2,154.4,93.7,1.8,399.4,1.1,46.9,0.95
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:02:31.756306+00:00,cnc_milling_004,77.4,0.25,12.1,1878.8,73.0,6.0,188.5,0.53,204.3,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:03:02.685828+00:00,cnc_milling_004,73.6,0.66,3.2,6730.8,77.3,3.6,46.4,1.78,95.5,0.47
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:03:06.939020+00:00,cnc_milling_004,7.2,0.96,7.2,392.2,85.4,4.8,343.7,0.86,38.0,0.31
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:03:36.818902+00:00,cnc_milling_004,43.5,0.37,0.8,4044.1,86.8,4.3,117.6,1.28,179.2,0.47
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:03:56.782020+00:00,cnc_milling_004,73.7,0.3,12.2,7683.1,60.1,9.8,436.4,0.1,202.1,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:04:07.660683+00:00,cnc_milling_004,56.6,0.73,11.5,14892.8,47.7,3.3,202.4,0.79,136.1,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:05:01.238424+00:00,cnc_milling_004,76.8,0.16,3.4,8506.2,49.9,7.0,62.0,1.24,104.9,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:05:07.541277+00:00,cnc_milling_004,6.4,0.83,5.7,10636.0,18.8,2.1,141.0,1.04,233.1,0.41
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:05:31.639417+00:00,cnc_milling_004,42.8,0.62,5.7,11175.1,54.1,7.3,198.1,0.84,123.8,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:06:01.911373+00:00,cnc_milling_004,30.7,0.26,10.2,7327.3,90.2,6.9,32.3,0.94,260.1,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:06:21.698547+00:00,cnc_milling_004,51.1,0.06,12.8,2038.4,88.1,4.6,30.6,1.03,53.4,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:06:36.227279+00:00,cnc_milling_004,34.6,0.3,15.0,1934.6,46.4,1.2,345.8,1.22,4.6,0.8
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:06:46.809273+00:00,cnc_milling_004,29.9,0.21,7.4,4517.7,12.8,4.6,45.6,0.86,163.2,0.07
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:07:16.387484+00:00,cnc_milling_004,45.4,0.72,7.1,11081.0,64.3,3.5,7.2,0.29,98.2,0.08
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:07:40.976127+00:00,cnc_milling_004,52.3,0.12,16.6,4732.3,6.0,7.0,326.8,1.59,71.0,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:08:01.486894+00:00,cnc_milling_004,90.3,0.58,9.4,4450.5,65.5,5.7,238.4,1.61,207.6,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:08:21.241128+00:00,cnc_milling_004,90.3,0.03,16.2,13936.3,78.2,5.2,174.2,0.96,125.2,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:08:37.598841+00:00,cnc_milling_004,95.5,0.0,6.5,105.5,61.7,6.6,67.3,1.65,19.4,0.76
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:09:01.154772+00:00,cnc_milling_004,10.1,0.35,12.2,5652.2,29.2,2.4,293.9,0.69,17.5,0.35
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:09:21.146156+00:00,cnc_milling_004,26.3,0.69,17.4,8087.8,98.8,8.7,421.2,1.03,233.5,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:09:25.860307+00:00,cnc_milling_004,73.0,0.98,14.4,6748.9,57.4,4.6,105.4,0.91,21.9,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:10:03.303265+00:00,cnc_milling_004,69.9,0.19,16.3,5002.6,66.8,1.0,242.1,0.05,135.7,0.72
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:10:21.605379+00:00,cnc_milling_004,78.5,0.93,17.1,14458.4,17.8,1.9,129.6,0.48,64.5,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:10:42.212420+00:00,cnc_milling_004,28.8,0.97,18.0,2401.6,0.9,3.2,281.1,1.04,198.7,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:11:03.942542+00:00,cnc_milling_004,88.5,0.33,5.1,7795.8,18.7,8.4,216.9,0.84,292.1,0.52
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:11:06.162766+00:00,cnc_milling_004,51.8,0.13,13.8,9929.4,94.5,4.9,218.6,0.72,259.3,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:11:41.209571+00:00,cnc_milling_004,11.4,0.17,5.0,7759.0,87.9,6.8,62.8,1.73,121.0,0.23
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:11:47.175353+00:00,cnc_milling_004,41.8,0.17,18.8,4943.1,30.8,6.7,293.4,0.98,94.3,0.83
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:12:17.147524+00:00,cnc_milling_004,6.2,0.26,19.7,4268.4,28.4,3.5,333.3,1.92,45.6,0.69
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:12:26.809454+00:00,cnc_milling_004,68.9,0.53,3.8,2171.9,44.4,7.5,80.7,1.0,184.9,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:13:01.822326+00:00,cnc_milling_004,1.5,0.23,0.5,7482.0,11.8,7.2,214.4,0.14,8.0,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:13:22.384018+00:00,cnc_milling_004,88.0,0.12,12.2,12643.6,74.3,4.0,13.5,0.05,153.9,0.92
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:13:41.103805+00:00,cnc_milling_004,9.1,0.2,15.3,8211.0,92.0,5.9,310.7,0.64,182.7,0.97
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:14:01.331695+00:00,cnc_milling_004,0.8,0.69,0.8,3627.9,53.9,9.7,163.7,0.36,110.0,0.92
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:14:07.286320+00:00,cnc_milling_004,92.6,0.22,6.6,9301.0,4.6,9.5,308.5,1.83,6.1,0.73
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:14:36.678945+00:00,cnc_milling_004,15.8,0.84,6.7,1369.1,79.2,5.9,360.1,1.05,133.1,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:14:51.500330+00:00,cnc_milling_004,59.6,0.52,11.5,8709.1,80.8,4.0,138.3,1.38,76.6,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:15:16.997323+00:00,cnc_milling_004,66.2,0.73,8.9,12054.9,39.7,0.1,15.5,1.26,195.3,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:15:31.350766+00:00,cnc_milling_004,80.1,0.13,17.7,6456.3,23.4,3.7,201.8,0.84,141.9,0.01
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:15:51.399724+00:00,cnc_milling_004,53.8,0.89,15.2,9296.5,33.9,2.6,443.1,0.42,175.2,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:16:17.273235+00:00,cnc_milling_004,33.3,0.51,7.3,2112.9,90.1,8.5,322.1,1.34,91.7,0.81
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:16:31.882284+00:00,cnc_milling_004,6.1,0.83,5.2,1348.1,4.1,3.8,364.7,1.0,0.3,0.52
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:16:46.214467+00:00,cnc_milling_004,82.9,0.36,8.1,5493.7,95.9,9.1,232.3,1.48,14.1,0.38
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:17:17.242796+00:00,cnc_milling_004,15.6,0.96,15.2,958.1,43.7,5.8,252.5,1.5,168.1,0.11
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:17:31.755984+00:00,cnc_milling_004,96.9,0.1,16.5,9505.7,91.6,7.2,111.0,0.51,261.9,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:18:01.929443+00:00,cnc_milling_004,88.1,0.7,9.0,11781.3,86.2,1.0,290.3,0.04,276.1,0.31
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:18:20.965696+00:00,cnc_milling_004,54.8,0.16,19.8,9153.3,34.1,3.9,234.0,1.26,197.5,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:18:31.812882+00:00,cnc_milling_004,34.4,0.41,3.1,7145.7,78.3,1.5,422.4,1.49,101.2,0.62
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:18:51.097492+00:00,cnc_milling_004,34.1,0.38,6.4,10788.1,43.5,2.3,144.7,0.7,24.4,0.26
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:19:22.679795+00:00,cnc_milling_004,91.7,0.25,4.2,13949.3,86.6,7.5,114.8,1.5,95.3,0.06
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:19:38.182039+00:00,cnc_milling_004,36.6,0.29,19.4,2008.2,83.8,9.5,306.1,1.99,68.7,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:20:02.077024+00:00,cnc_milling_004,17.9,0.96,8.7,5351.6,10.8,7.3,316.7,0.99,186.7,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:20:21.812635+00:00,cnc_milling_004,75.5,0.6,8.3,3246.2,78.9,7.6,17.7,1.86,273.1,0.39
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:20:35.832844+00:00,cnc_milling_004,79.4,0.02,17.6,5377.4,72.3,6.7,488.5,1.03,208.1,0.37
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:21:01.739836+00:00,cnc_milling_004,4.4,0.58,12.8,13869.7,63.6,2.0,361.8,1.66,8.8,0.84
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 19:21:06.381229+00:00,cnc_milling_004,32.1,0.54,12.1,10544.4,8.4,4.9,227.3,0.81,251.3,0.05
